country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane,population,gdp,primary_energy_consumption
Colombia,2009,72.557,11.802,3.93,20.097,35.735,72.5,44750054.0,473234345857.807,369.333
Colombia,2010,76.278,13.473,4.039,21.988,35.698,74.42,45222699.0,491900631235.868,395.314
Colombia,2011,76.08,13.785,4.588,21.051,35.341,72.31,45662747.0,524200723947.32,413.383
Colombia,2012,79.727,11.541,5.051,22.899,38.914,70.53,46075721.0,545385074131.62,442.367
Colombia,2013,87.428,17.803,4.79,22.339,41.509,70.85,46495492.0,571946863173.04,448.483
Colombia,2014,88.699,18.052,5.277,23.482,41.09,72.63,46967706.0,597109820885.52,472.832
Colombia,2015,91.965,19.151,5.605,23.101,42.801,72.7,47520667.0,615339547274.4,475.565
Colombia,2016,93.242,19.427,5.324,21.944,45.544,79.05,48175048.0,627381377421.78,501.923
Colombia,2017,86.296,14.685,5.241,22.468,42.909,79.05,48909844.0,635907491015.383,510.889
Colombia,2018,84.881,13.235,5.306,23.447,41.933,79.05,49661056.0,651900563304.706,514.546
Colombia,2019,90.419,16.458,5.306,23.865,43.83,79.05,50339443.0,651900563304.706,534.511
Colombia,2020,89.105,21.682,5.306,24.716,36.441,79.05,50882884.0,651900563304.706,534.511
Croatia,1991,16.986,1.911,0.708,4.082,9.553,4.0,4760003.0,45560400476.44,83.756
Croatia,1992,16.371,1.492,0.832,4.312,9.045,3.73,4732866.0,40296484886.762,79.741
Croatia,1993,16.808,1.209,0.687,4.732,9.283,3.68,4697537.0,37941876958.586,83.183
Croatia,1994,16.053,0.804,0.84,4.392,9.194,3.54,4657800.0,41058421506.524,83.887
Croatia,1995,16.816,0.858,0.627,3.844,10.538,3.46,4616763.0,44384567029.695,86.817
Croatia,1996,17.344,0.682,0.686,4.313,10.711,3.4,4574888.0,47434643413.841,92.832
Croatia,1997,18.557,1.069,0.806,4.546,11.229,3.38,4532405.0,51344324398.12,92.311
Croatia,1998,19.012,1.018,0.866,4.301,11.999,3.38,4491906.0,53359113205.797,97.639
Croatia,1999,20.023,0.891,1.134,4.471,12.728,3.38,4456446.0,53571236568.593,100.778
Croatia,2000,19.661,1.795,1.263,4.562,11.163,3.32,4428075.0,54951509725.248,95.393
Croatia,2001,20.783,1.907,1.45,4.851,11.616,3.39,4408073.0,56076092487.401,100.239
Croatia,2002,21.888,2.318,1.429,5.025,12.12,3.4,4395802.0,59660336821.794,100.586
Croatia,2003,23.214,2.6,1.433,4.905,13.327,3.52,4388909.0,63955258819.394,105.361
Croatia,2004,22.892,2.77,1.517,5.256,12.336,3.65,4383877.0,67606574875.526,109.208
Croatia,2005,23.346,2.747,1.55,5.116,12.897,3.63,4378066.0,71536391450.689,108.057
Croatia,2006,23.554,2.555,1.642,5.06,13.215,3.74,4370782.0,76142045819.523,106.8
Croatia,2007,24.866,2.777,1.669,5.871,13.504,3.82,4362427.0,81332861352.017,107.641
Croatia,2008,23.599,2.849,1.573,5.693,12.53,3.76,4352639.0,84280723242.852,106.864
Croatia,2009,21.809,2.029,1.25,5.256,12.483,3.81,4341261.0,79251068332.435,105.23
Croatia,2010,21.019,2.738,1.213,5.712,10.604,3.79,4328163.0,79107173392.18,106.685
Croatia,2011,20.652,2.794,1.086,5.564,10.458,3.83,4313098.0,80079054613.764,93.546
Croatia,2012,19.089,2.484,1.041,5.195,9.743,3.75,4295869.0,78321274729.161,86.679
Croatia,2013,18.436,2.678,1.141,4.912,9.108,3.63,4276593.0,77479518277.472,94.481
Croatia,2014,17.682,2.57,1.225,4.305,8.994,3.63,4255518.0,77088246452.28,94.301
Croatia,2015,17.817,2.376,1.169,4.461,9.422,3.73,4232874.0,78221434291.434,89.664
Croatia,2016,18.083,2.561,1.077,4.729,9.373,3.74,4208611.0,80230190060.664,93.153
Croatia,2017,18.718,1.551,1.287,5.432,10.016,3.74,4182846.0,82748772812.124,93.357
Croatia,2018,17.698,1.449,1.211,5.042,9.589,3.74,4156407.0,84978688359.846,97.755
Croatia,2019,17.779,1.678,1.184,5.245,9.325,3.74,4130299.0,84978688359.846,94.455
Croatia,2020,16.982,1.39,1.184,5.436,8.624,3.74,4105268.0,84978688359.846,94.455
Cuba,1991,27.17,0.374,0.855,0.07,25.872,12.36,10673534.0,42598296192.9,135.847
Cuba,1992,20.593,0.172,0.54,0.04,19.841,12.22,10736386.0,36651619466.0,120.738
Cuba,1993,19.823,0.22,0.517,0.044,19.042,11.26,10789312.0,28833506100.0,118.408
Cuba,1994,21.382,0.235,0.571,0.037,20.54,11.57,10838461.0,29226991960.5,119.747
Cuba,1995,22.835,0.216,0.727,0.033,21.859,11.89,10888246.0,31242330473.3,122.016
Cuba,1996,23.333,0.095,0.719,0.037,22.482,12.98,10939285.0,35625751793.9,125.214
Cuba,1997,24.809,0.073,0.942,0.07,23.724,12.93,10989730.0,37729137665.2,137.994
Cuba,1998,24.294,0.088,0.855,0.231,23.12,12.97,11038706.0,37789592092.8,131.335
Cuba,1999,24.467,0.092,0.893,0.883,22.6,12.65,11084673.0,40250897703.2,113.531
Cuba,2000,25.775,0.062,0.809,1.103,23.802,12.63,11126423.0,44692111865.3,109.859
Cuba,2001,25.216,0.099,0.799,1.143,23.175,12.45,11164676.0,47301968760.2,101.083
Cuba,2002,25.524,0.066,0.982,1.121,23.354,12.62,11199664.0,48976941763.0,102.383
Cuba,2003,25.943,0.099,0.925,1.264,23.655,12.78,11229185.0,50659543791.9,104.037
Cuba,2004,25.221,0.095,0.94,1.352,22.834,12.5,11250369.0,51357048042.0,105.303
Cuba,2005,24.442,0.018,1.066,1.425,21.933,12.05,11261586.0,53114042588.4,103.726
Cuba,2006,24.693,0.073,1.137,2.081,21.401,12.31,11261241.0,61018246759.2,100.85
Cuba,2007,24.24,0.073,1.164,2.338,20.665,12.33,11251117.0,63463485946.3,101.94
Cuba,2008,28.108,0.092,1.079,2.228,24.71,12.58,11236975.0,67603095526.2,116.651
Cuba,2009,28.396,0.088,1.023,2.217,25.069,13.29,11226711.0,70355907544.0,120.19
Cuba,2010,34.2,0.077,0.927,2.059,31.136,13.12,11225833.0,74083582537.2,136.159
Cuba,2011,29.431,0.011,0.94,1.957,26.523,13.55,11236671.0,78036992000.0,126.543
Cuba,2012,29.742,0.015,0.954,1.986,26.788,13.38,11257112.0,80388156000.0,133.355
Cuba,2013,28.024,0.037,0.921,2.045,25.021,13.45,11282722.0,83013750000.0,127.707
Cuba,2014,27.442,0.004,0.713,2.305,24.421,13.35,11306909.0,85723464000.0,130.024
Cuba,2015,29.311,0.022,0.67,2.389,26.231,12.95,11324777.0,88467246000.0,130.338
Cuba,2016,28.178,0.007,0.672,2.275,25.223,13.05,11335108.0,89440000000.0,126.125
Cuba,2017,25.208,0.015,0.644,2.019,22.53,13.05,11339255.0,90759328484.104,126.125
Cuba,2018,22.609,0.015,0.716,1.861,20.016,13.05,11338146.0,92551014480.795,126.125
Cuba,2019,22.525,0.023,0.716,2.249,19.537,13.05,11333484.0,92551014480.795,126.125
Cuba,2020,20.152,0.034,0.716,2.113,17.289,13.05,11326616.0,92551014480.795,126.125
Cyprus,1991,5.141,0.232,0.629,0.001,4.232,0.54,783121.0,10779906346.199,19.512
Cyprus,1992,5.516,0.062,0.686,0.002,4.725,0.55,800610.0,11898679029.525,22.797
Cyprus,1993,5.759,0.074,0.747,0.002,4.888,0.56,818750.0,12093019756.705,23.69
Cyprus,1994,6.001,0.065,0.784,0.002,5.107,0.58,837104.0,12925316245.769,23.732
Cyprus,1995,5.872,0.048,0.751,0.002,5.028,0.59,855391.0,14339872798.117,25.231
Cyprus,1996,6.222,0.043,0.811,0.001,5.326,0.6,873426.0,14666457893.446,25.605
Cyprus,1997,6.31,0.045,0.78,0.001,5.444,0.61,891190.0,15182804065.989,25.852
Cyprus,1998,6.607,0.062,0.74,0.001,5.767,0.62,908710.0,16126405596.694,27.447
Cyprus,1999,6.874,0.072,0.74,0.001,6.019,0.62,926049.0,17062067009.743,28.881
Cyprus,2000,7.12,0.117,0.763,0.002,6.199,0.64,943288.0,18206158458.856,30.261
Cyprus,2001,6.994,0.127,0.745,0.0,6.081,0.66,960274.0,19037272795.298,30.61
Cyprus,2002,7.184,0.127,0.766,0.0,6.238,0.68,976968.0,19867288434.732,30.186
Cyprus,2003,7.574,0.127,0.751,0.001,6.625,0.67,993562.0,20548239029.042,32.088
Cyprus,2004,7.801,0.137,0.808,0.001,6.777,0.67,1010410.0,21687285117.48,31.228
Cyprus,2005,7.955,0.152,0.788,0.001,6.941,0.67,1027656.0,22703857566.957,34.993
Cyprus,2006,8.183,0.151,0.821,0.001,7.128,0.67,1045508.0,23948567834.709,34.412
Cyprus,2007,8.502,0.119,0.812,0.001,7.484,0.67,1063708.0,25336385044.857,34.986
Cyprus,2008,8.714,0.111,0.818,0.001,7.702,0.68,1081568.0,26560141712.909,35.848
Cyprus,2009,8.469,0.059,0.673,0.001,7.682,0.68,1098089.0,26331577007.706,34.987
Cyprus,2010,8.1,0.071,0.555,0.001,7.438,0.69,1112617.0,26927025725.902,34.029
Cyprus,2011,7.786,0.031,0.546,0.001,7.183,0.69,1124837.0,27264894793.114,33.673
Cyprus,2012,7.262,0.001,0.505,0.001,6.732,0.69,1135046.0,26403463852.18,31.54
Cyprus,2013,6.581,0.001,0.752,0.001,5.814,0.69,1143866.0,24831176520.975,28.202
Cyprus,2014,6.95,0.009,0.974,0.0,5.954,0.7,1152297.0,24451190441.277,28.218
Cyprus,2015,6.97,0.015,0.877,0.0,6.067,0.7,1160987.0,24862126491.573,29.094
Cyprus,2016,7.373,0.002,0.883,0.0,6.474,0.72,1170189.0,25590756461.565,31.641
Cyprus,2017,7.523,0.012,0.923,0.0,6.572,0.72,1179685.0,26706795117.541,32.498
Cyprus,2018,7.34,0.054,0.848,0.0,6.418,0.72,1189262.0,27790155428.905,32.36
Cyprus,2019,7.34,0.068,0.789,0.0,6.457,0.72,1198574.0,27790155428.905,32.4
Cyprus,2020,6.496,0.057,0.789,0.0,5.625,0.72,1207361.0,27790155428.905,32.4
Czechia,1991,148.892,112.694,2.309,12.294,19.825,22.39,10346458.0,130869283937.001,496.72
Czechia,1992,144.617,105.754,2.468,13.634,21.218,20.88,10353021.0,131887427587.816,481.997
Czechia,1993,138.634,100.747,2.195,13.806,20.404,19.88,10358694.0,133712370201.433,478.03
Czechia,1994,132.37,94.877,2.208,13.952,19.82,18.68,10360964.0,139362835382.494,465.312
Czechia,1995,131.601,94.803,2.005,15.627,17.677,18.14,10358190.0,149915927202.368,484.957
Czechia,1996,134.955,95.167,2.116,18.039,18.038,17.96,10350302.0,158347423846.322,501.681
Czechia,1997,130.725,90.827,2.083,18.432,17.593,17.56,10338346.0,159287123457.905,481.065
Czechia,1998,125.309,83.589,2.068,18.421,19.269,16.81,10323244.0,160811506719.99,466.99
Czechia,1999,116.614,75.689,1.963,18.471,18.499,15.89,10306404.0,165213872668.987,447.625
Czechia,2000,127.127,86.838,1.937,18.131,18.089,15.02,10289374.0,174508435166.0,473.138
Czechia,2001,127.024,84.827,1.629,19.297,19.141,14.75,10271019.0,182134905642.215,483.782
Czechia,2002,123.94,82.689,1.403,18.536,19.217,14.19,10252264.0,187506023751.382,484.957
Czechia,2003,127.413,83.939,1.485,18.968,20.939,14.1,10239131.0,196738663540.088,512.56
Czechia,2004,128.169,83.362,1.627,19.115,21.97,13.68,10239444.0,209118193426.565,525.233
Czechia,2005,125.679,80.628,1.625,18.755,22.572,14.05,10258165.0,225438390373.114,517.193
Czechia,2006,126.493,81.843,1.748,18.412,22.379,14.28,10298609.0,244024341516.395,527.02
Czechia,2007,128.307,83.596,2.043,17.456,23.044,13.83,10357535.0,260810039080.448,521.142
Czechia,2008,122.995,78.643,1.996,17.294,22.989,13.92,10425267.0,271304287872.587,510.965
Czechia,2009,115.239,73.361,1.566,16.313,22.165,13.58,10488155.0,261474033137.734,489.824
Czechia,2010,117.603,74.689,1.469,18.394,21.149,13.78,10536514.0,270895332262.531,510.181
Czechia,2011,115.168,73.727,1.665,16.822,20.925,13.75,10566512.0,279860780536.25,498.986
Czechia,2012,111.289,70.732,1.517,16.622,20.467,13.59,10581302.0,277620531296.36,495.808
Czechia,2013,106.526,67.318,1.332,16.822,19.648,12.79,10586529.0,276285991365.8,486.153
Czechia,2014,104.095,65.367,1.483,15.106,20.703,12.73,10591104.0,283780741375.2,475.297
Czechia,2015,104.865,64.743,1.558,15.909,21.268,12.73,10601390.0,296649592465.44,467.135
Czechia,2016,106.685,65.231,1.698,17.008,21.291,12.44,10618868.0,303850725442.27,459.987
Czechia,2017,107.613,64.727,1.728,17.713,22.037,12.44,10641032.0,317076143386.016,480.573
Czechia,2018,106.132,64.035,1.868,16.641,22.12,12.44,10665679.0,326100315851.243,479.694
Czechia,2019,100.812,57.664,1.977,17.361,22.427,12.44,10689213.0,326100315851.243,473.666
Czechia,2020,87.975,46.844,1.977,17.648,20.123,12.44,10708982.0,326100315851.243,473.666
Denmark,1991,64.189,32.57,1.088,4.917,24.269,8.98,5154906.0,154193566674.477,232.57
Denmark,1992,58.38,27.133,1.193,5.167,23.605,8.97,5171654.0,158107721081.069,217.752
Denmark,1993,60.626,28.451,1.206,5.851,23.981,9.11,5190745.0,159029515057.22,230.812
Denmark,1994,64.689,30.578,1.192,6.546,25.148,8.96,5211334.0,168468812228.225,247.609
Denmark,1995,61.602,25.6,1.204,7.574,26.007,9.03,5232709.0,174565622457.151,243.135
Denmark,1996,74.852,35.137,1.282,8.909,28.345,9.07,5254857.0,180657871061.74,289.321
Denmark,1997,65.451,26.15,1.343,9.375,27.122,8.96,5277713.0,187612759694.955,262.244
Denmark,1998,61.219,22.219,1.39,10.186,26.373,8.95,5300380.0,192868468392.61,252.734
Denmark,1999,58.635,18.672,1.355,10.711,26.24,8.74,5321771.0,199692685286.155,244.954
Denmark,2000,54.292,15.657,1.385,10.64,25.35,8.65,5341192.0,208358712201.749,235.215
Denmark,2001,55.879,16.558,1.388,11.105,25.59,8.89,5358059.0,211275272656.88,235.791
Denmark,2002,55.538,16.537,1.416,11.096,25.303,8.64,5372798.0,213475432436.8,235.041
Denmark,2003,60.626,22.573,1.33,11.214,24.376,8.55,5386968.0,215532702113.619,253.085
Denmark,2004,55.076,17.281,1.459,11.154,24.048,8.32,5402754.0,222551117434.112,239.085
Denmark,2005,51.506,14.602,1.363,10.69,23.857,8.14,5421701.0,229050958246.589,230.599
Denmark,2006,59.429,22.004,1.395,10.882,24.173,8.02,5444293.0,239379200822.736,254.186
Denmark,2007,54.656,18.42,1.407,9.738,24.117,8.03,5469920.0,242933470571.605,240.826
Denmark,2008,51.22,16.137,1.155,9.826,23.277,7.8,5497731.0,243073654298.217,231.682
Denmark,2009,48.816,15.786,0.764,9.412,22.258,7.57,5526389.0,232468682940.42,217.784
Denmark,2010,49.171,15.351,0.672,10.569,21.912,7.78,5554849.0,238176024487.631,228.678
Denmark,2011,44.215,12.916,0.862,8.983,20.881,7.62,5582980.0,242738383168.05,215.735
Denmark,2012,39.84,10.079,0.871,8.414,19.92,7.47,5610909.0,243290007585.65,199.46
Denmark,2013,41.746,12.756,0.867,7.939,19.546,7.34,5638152.0,245558515767.239,208.361
Denmark,2014,37.543,10.144,0.887,6.816,19.05,7.21,5664199.0,249673705947.306,201.29
Denmark,2015,35.204,7.243,0.932,6.907,19.559,7.18,5688695.0,253683003887.205,194.18
Denmark,2016,37.011,8.414,1.095,7.012,19.842,7.17,5711346.0,256821805704.068,195.899
Denmark,2017,34.743,6.254,1.194,6.679,19.996,7.17,5732277.0,262051113685.509,196.95
Denmark,2018,34.672,6.359,1.16,6.476,20.042,7.17,5752131.0,268317624888.571,194.542
Denmark,2019,30.897,3.588,1.129,6.012,19.645,7.17,5771877.0,268317624888.571,193.561
Denmark,2020,26.195,3.083,1.129,4.822,16.638,7.17,5792203.0,268317624888.571,193.561
Dominican Republic,1991,9.538,0.15,0.532,0.568,8.856,6.77,7270413.0,28624482794.767,39.205
Dominican Republic,1992,10.418,0.37,0.588,0.568,9.46,6.92,7408339.0,30699632113.876,41.952
Dominican Republic,1993,11.209,0.319,0.547,0.568,10.343,7.52,7546467.0,33455893437.254,39.24
Dominican Republic,1994,11.796,0.275,0.548,0.568,10.974,7.85,7683707.0,34777867374.52,42.806
Dominican Republic,1995,15.107,0.293,0.623,0.568,14.191,7.63,7819239.0,37276690006.463,46.193
Dominican Republic,1996,16.484,0.341,0.703,0.568,15.44,7.52,7952766.0,40578791576.598,50.17
Dominican Republic,1997,17.266,0.37,0.785,0.568,16.111,7.33,8084407.0,44531094764.848,53.132
Dominican Republic,1998,17.788,0.718,0.805,0.568,16.265,7.12,8214427.0,48409990192.712,54.997
Dominican Republic,1999,17.821,0.619,0.974,0.568,16.228,6.69,8343288.0,52484543503.381,62.412
Dominican Republic,2000,18.992,0.246,1.068,0.568,17.679,6.53,8471317.0,56344829388.496,86.045
Dominican Republic,2001,19.145,0.539,1.162,0.568,17.444,6.84,8598599.0,58288341742.652,83.624
Dominican Republic,2002,20.949,0.619,1.281,0.568,19.049,7.03,8724974.0,62670834531.985,88.346
Dominican Republic,2003,21.345,2.803,1.212,0.568,16.762,6.96,8850317.0,63562708054.251,81.029
Dominican Republic,2004,17.333,2.062,1.098,0.238,13.935,7.46,8974444.0,65495216713.554,75.519
Dominican Republic,2005,17.941,1.264,1.141,0.473,15.063,7.39,9097262.0,72784385289.096,82.81
Dominican Republic,2006,19.112,1.868,1.535,0.59,15.118,7.35,9218681.0,81940077447.399,82.763
Dominican Republic,2007,19.993,1.931,1.644,1.004,15.414,8.06,9338856.0,90411702520.898,85.126
Dominican Republic,2008,20.332,2.11,1.671,0.927,15.623,8.26,9458079.0,94906287153.699,84.634
Dominican Republic,2009,19.781,2.062,1.523,0.909,15.287,8.55,9576736.0,97411114269.046,83.666
Dominican Republic,2010,20.553,1.851,1.615,1.466,15.622,8.7,9695117.0,107260353760.758,88.15
Dominican Republic,2011,21.318,2.514,1.562,1.678,15.564,8.79,9813219.0,112432725312.522,90.9
Dominican Republic,2012,21.255,1.986,1.605,1.99,15.675,8.78,9930916.0,115425806648.136,96.593
Dominican Republic,2013,21.267,2.44,1.65,2.037,15.14,8.86,10048226.0,120732907807.841,92.803
Dominican Republic,2014,21.801,3.195,1.945,2.004,14.656,8.91,10165182.0,129713739414.756,89.245
Dominican Republic,2015,23.495,2.89,2.009,2.026,16.57,8.99,10281675.0,138611530356.04,97.773
Dominican Republic,2016,24.645,2.873,2.005,1.913,17.855,9.12,10397738.0,147459375663.65,105.212
Dominican Republic,2017,24.017,3.342,2.037,2.191,16.447,9.12,10513111.0,154422407923.973,105.212
Dominican Republic,2018,25.698,3.287,2.047,2.184,18.181,9.12,10627147.0,165255139274.739,105.212
Dominican Republic,2019,27.52,5.09,2.047,2.638,17.745,9.12,10738957.0,165255139274.739,105.212
Dominican Republic,2020,27.769,7.539,2.047,2.479,15.704,9.12,10847904.0,165255139274.739,105.212
Egypt,1991,77.296,2.697,7.855,14.904,51.839,27.65,57424552.0,241323327720.537,399.793
Egypt,1992,79.94,2.59,8.1,16.118,53.132,30.13,58666812.0,254191049306.709,399.271
Egypt,1993,92.278,3.415,7.596,18.511,62.757,32.35,59880656.0,269984903332.069,403.498
Egypt,1994,84.556,3.693,7.615,20.158,53.089,34.55,61095804.0,286215807485.214,411.293
Egypt,1995,94.89,2.451,8.325,26.011,58.104,36.65,62334025.0,305979192827.645,435.803
Egypt,1996,93.569,3.43,8.78,27.707,53.652,38.87,63601632.0,328668905327.316,459.215
Egypt,1997,107.513,2.851,9.215,25.063,70.384,41.53,64892269.0,354474459206.147,478.391
Egypt,1998,121.466,2.792,9.787,26.293,82.594,42.59,66200259.0,380472696212.549,498.138
Egypt,1999,124.496,2.506,10.825,31.625,79.54,45.98,67515591.0,409778253506.69,533.382
Egypt,2000,140.35,3.144,11.168,40.718,85.32,48.39,68831561.0,443940929998.327,565.438
Egypt,2001,124.294,2.748,11.751,43.361,66.434,48.26,70152662.0,475162705511.546,595.628
Egypt,2002,125.782,2.957,12.722,52.97,57.133,49.65,71485044.0,501186258357.295,604.726
Egypt,2003,146.463,3.063,11.895,58.212,73.293,49.97,72826102.0,527963283898.212,641.215
Egypt,2004,149.143,3.191,12.689,57.625,75.638,50.5,74172073.0,560813265671.796,671.2
Egypt,2005,165.044,3.067,14.145,68.622,79.21,50.7,75523576.0,599346500044.716,704.353
Egypt,2006,176.019,2.928,15.569,73.833,83.689,52.15,76873670.0,649072412298.279,739.247
Egypt,2007,185.907,2.917,17.1,81.128,84.763,53.7,78232124.0,711521709173.307,782.756
Egypt,2008,194.764,2.854,16.195,83.31,92.404,54.75,79636081.0,772704078108.94,833.976
Egypt,2009,203.17,2.689,19.973,81.788,98.719,53.6,81134789.0,828245115109.96,866.988
Egypt,2010,200.841,4.126,20.514,81.948,94.255,53.53,82761244.0,895092314255.21,911.854
Egypt,2011,213.027,1.7,20.098,92.679,98.549,55.07,84529251.0,919296066861.0,926.005
Egypt,2012,208.718,1.803,20.971,92.919,93.025,56.0,86422240.0,945768430004.85,973.227
Egypt,2013,206.949,1.7,20.21,90.4,94.639,55.67,88404652.0,971071800389.75,966.139
Egypt,2014,221.668,1.495,20.76,81.7,117.713,55.88,90424668.0,1018607035474.08,963.631
Egypt,2015,219.167,1.345,21.648,84.151,112.023,55.57,92442549.0,1058643984714.28,986.807
Egypt,2016,234.123,1.608,22.82,94.824,114.87,56.31,94447071.0,1104510677965.98,1038.808
Egypt,2017,250.605,1.392,21.77,108.407,119.036,56.31,96442590.0,1159010258992.35,1067.842
Egypt,2018,227.721,1.085,21.002,102.698,102.936,56.31,98423602.0,1221832614740.78,1088.179
Egypt,2019,225.882,0.997,19.669,101.579,103.636,56.31,100388076.0,1221832614740.78,1079.472
Egypt,2020,213.457,0.379,18.135,99.613,95.33,56.31,102334403.0,1221832614740.78,1079.472
Estonia,1991,33.823,22.22,0.479,2.761,8.209,2.25,1548220.0,23969414022.086,108.651
Estonia,1992,24.355,17.736,0.315,1.607,4.63,2.28,1520811.0,20260762853.682,78.716
Estonia,1993,19.404,13.568,0.228,0.803,4.784,2.06,1488060.0,18240809871.597,62.436
Estonia,1994,20.036,14.113,0.33,1.119,4.455,1.76,1457090.0,17654291517.477,63.075
Estonia,1995,18.213,13.071,0.348,1.289,3.485,1.71,1433026.0,18507421616.285,58.873
Estonia,1996,19.134,13.572,0.361,1.422,3.759,1.65,1417741.0,19179796300.02,62.07
Estonia,1997,18.645,13.168,0.396,1.393,3.664,1.6,1409678.0,21099665799.758,61.391
Estonia,1998,16.917,11.495,0.404,1.334,3.627,1.55,1406350.0,21616368379.194,57.44
Estonia,1999,15.912,10.896,0.361,1.296,3.307,1.51,1403784.0,21088651264.149,52.67
Estonia,2000,15.485,10.848,0.374,1.503,2.715,1.44,1399111.0,22945025036.992,53.893
Estonia,2001,15.866,10.665,0.38,1.611,3.161,1.42,1391739.0,24006164561.678,56.027
Estonia,2002,15.349,10.369,0.356,1.36,3.21,1.5,1382737.0,25057702495.541,55.689
Estonia,2003,17.235,12.146,0.335,1.547,3.152,1.39,1372904.0,26485059658.408,60.515
Estonia,2004,17.368,12.055,0.365,1.742,3.156,1.39,1363570.0,27701384939.439,63.238
Estonia,2005,17.156,11.804,0.373,1.741,3.19,1.32,1355650.0,29813617519.714,62.273
Estonia,2006,16.502,11.096,0.414,1.729,3.211,1.34,1349373.0,32350019258.215,61.288
Estonia,2007,20.022,14.318,0.597,1.737,3.317,1.28,1344295.0,34297835644.884,69.476
Estonia,2008,17.875,12.376,0.603,1.682,3.168,1.27,1340067.0,31920815228.889,66.37
Estonia,2009,14.489,10.075,0.257,1.224,2.907,1.23,1336140.0,26784890520.534,58.962
Estonia,2010,18.995,14.267,0.31,1.328,3.052,1.24,1332103.0,26952074251.913,71.33
Estonia,2011,19.091,14.287,0.416,1.19,3.157,1.18,1327701.0,28535475476.108,73.5
Estonia,2012,17.846,12.647,0.407,1.275,3.249,1.18,1323163.0,29763611403.126,74.343
Estonia,2013,19.738,14.569,0.399,1.212,3.256,1.16,1319068.0,30185960224.896,76.936
Estonia,2014,18.885,14.083,0.422,1.022,3.307,1.13,1316273.0,31037873498.76,75.047
Estonia,2015,15.859,11.269,0.206,0.915,3.403,1.12,1315330.0,31485411978.034,70.081
Estonia,2016,17.567,12.751,0.185,1.052,3.513,1.1,1316507.0,31962620478.866,70.508
Estonia,2017,18.788,13.879,0.307,0.95,3.569,1.1,1319389.0,33800136667.396,77.857
Estonia,2018,17.945,13.088,0.298,0.987,3.487,1.1,1322913.0,35409424255.076,82.45
Estonia,2019,12.38,7.802,0.295,0.906,3.297,1.1,1325649.0,35409424255.076,66.301
Estonia,2020,10.452,6.126,0.295,0.834,3.118,1.1,1326539.0,35409424255.076,66.301
Finland,1991,55.23,21.388,0.569,5.389,26.845,8.26,5019134.0,126220410775.234,326.26
Finland,1992,54.284,20.678,0.473,5.575,26.673,8.19,5044928.0,122115851442.314,324.374
Finland,1993,56.348,23.401,0.361,5.822,25.639,8.15,5071782.0,121309726680.793,328.242
Finland,1994,61.711,27.593,0.364,6.295,26.385,8.05,5097090.0,126178761294.587,345.349
Finland,1995,58.14,24.657,0.378,6.509,25.616,7.83,5119012.0,131584979662.47,328.91
Finland,1996,64.057,29.757,0.381,6.789,26.054,7.72,5136984.0,136504626291.601,344.729
Finland,1997,62.719,28.497,0.45,6.646,26.038,7.57,5151740.0,145148295774.306,348.157
Finland,1998,59.37,23.718,0.448,7.592,26.589,7.3,5164236.0,153137952979.378,360.284
Finland,1999,58.892,23.036,0.479,7.571,26.747,7.1,5175921.0,160061981905.762,353.724
Finland,2000,57.038,21.985,0.505,7.717,25.847,6.76,5187953.0,169209076609.206,356.192
Finland,2001,62.536,26.125,0.504,8.388,26.467,6.58,5200475.0,173703234359.503,364.149
Finland,2002,65.06,28.305,0.485,8.34,26.823,6.29,5213368.0,176750422986.346,367.786
Finland,2003,72.658,35.015,0.467,9.227,26.93,6.07,5227106.0,180407919507.936,394.472
Finland,2004,68.961,31.638,0.529,8.874,26.928,5.78,5242175.0,187631843512.397,390.828
Finland,2005,57.047,21.034,0.542,8.119,26.359,5.49,5258933.0,192989484853.579,355.218
Finland,2006,68.389,31.584,0.574,8.687,26.469,5.59,5277490.0,200964488028.396,380.35
Finland,2007,66.765,30.347,0.605,8.118,26.65,5.37,5297741.0,211541002453.444,379.37
Finland,2008,58.617,23.674,0.62,8.359,24.934,5.26,5319452.0,213224881103.672,365.965
Finland,2009,55.937,22.894,0.385,7.499,24.222,5.14,5342266.0,195736964214.776,339.614
Finland,2010,64.103,29.141,0.526,8.273,25.149,5.15,5365784.0,201743095113.491,369.339
Finland,2011,56.667,24.07,0.558,7.253,23.8,5.01,5390036.0,207082071041.28,343.803
Finland,2012,51.229,19.59,0.497,6.462,23.754,4.94,5414769.0,204128364205.272,332.833
Finland,2013,51.728,21.36,0.482,6.07,22.853,4.81,5438984.0,202579971411.07,334.963
Finland,2014,47.645,19.31,0.469,5.403,21.594,4.68,5461410.0,201300411065.184,322.646
Finland,2015,44.126,16.836,0.462,4.728,21.308,4.61,5481128.0,201844005720.964,319.955
Finland,2016,47.229,18.641,0.553,4.219,22.916,4.49,5497714.0,204639590316.189,327.915
Finland,2017,44.652,17.068,0.604,3.897,22.209,4.49,5511372.0,211331222715.616,317.213
Finland,2018,45.849,17.913,0.602,4.42,22.155,4.49,5522585.0,214535726086.788,318.643
Finland,2019,42.546,15.249,0.583,4.314,21.748,4.49,5532159.0,214535726086.788,304.913
Finland,2020,39.288,13.693,0.583,4.148,20.212,4.49,5540718.0,214535726086.788,304.913
