country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane,population,gdp,primary_energy_consumption
France,1991,417.134,85.814,10.249,66.719,245.042,77.41,56913580.0,1655610551993.2,2794.177
France,1992,406.979,77.783,9.21,67.717,243.444,76.68,57147213.0,1682859180211.39,2815.385
France,1993,387.667,62.974,8.456,67.985,239.558,76.83,57370375.0,1673263936212.18,2814.944
France,1994,381.026,61.693,8.628,67.437,234.055,76.74,57587122.0,1713239629523.95,2777.668
France,1995,385.975,62.843,8.487,68.595,236.788,77.06,57801887.0,1749671450667.85,2844.387
France,1996,402.403,65.213,8.293,75.67,243.902,76.18,58012055.0,1774691581127.86,2951.451
France,1997,395.245,61.191,7.967,74.98,241.629,74.58,58220657.0,1817072961586.66,2911.284
France,1998,413.906,71.185,8.532,76.81,247.937,74.59,58444245.0,1882612599067.3,2979.563
France,1999,411.544,66.279,8.231,80.507,247.529,74.3,58704381.0,1950262004182.41,3030.513
France,2000,405.901,65.576,8.395,84.029,238.851,75.38,59015092.0,2031949584571.12,3069.409
France,2001,410.533,56.032,8.482,88.274,248.92,75.18,59384126.0,2077914772620.72,3105.778
France,2002,406.01,58.493,8.465,87.62,242.823,73.05,59803434.0,2107291266810.98,3075.07
France,2003,411.946,59.117,8.38,91.185,244.72,71.71,60251591.0,2130783827202.9,3107.187
France,2004,413.149,58.171,8.87,92.598,244.827,70.24,60697977.0,2196565713383.47,3132.569
France,2005,415.518,61.992,8.906,94.211,241.967,69.03,61120128.0,2238357122395.84,3115.302
France,2006,405.761,59.437,9.095,91.784,236.611,67.98,61508924.0,2296438168355.28,3089.266
France,2007,395.428,61.339,9.251,88.79,226.955,67.91,61869229.0,2353924178896.87,3034.583
France,2008,387.992,56.14,8.66,91.65,222.322,67.79,62209207.0,2361538242323.43,3042.988
France,2009,368.631,45.182,7.473,90.131,217.444,66.4,62542883.0,2294315015206.8,2873.505
France,2010,376.576,49.075,7.676,95.812,215.87,66.03,62879535.0,2341292786236.56,2958.771
France,2011,353.735,41.909,7.835,87.516,208.338,64.01,63222229.0,2391848299037.87,2844.195
France,2012,355.932,46.53,7.291,90.326,204.318,63.24,63564224.0,2395403086301.12,2840.253
France,2013,357.537,49.317,7.099,91.071,202.678,62.73,63893521.0,2415696738507.92,2864.644
France,2014,325.886,39.107,6.765,75.915,196.893,61.91,64193550.0,2424453700692.29,2741.928
France,2015,329.91,37.618,6.407,80.972,198.025,61.06,64453194.0,2453072890058.07,2756.51
France,2016,333.579,35.683,6.437,88.66,196.115,59.87,64667590.0,2479389966823.6,2711.574
France,2017,336.996,39.68,6.291,88.818,195.622,59.87,64842513.0,2536203259255.2,2694.478
France,2018,322.372,34.867,6.496,84.468,189.587,59.87,64990512.0,2581673898818.73,2742.015
France,2019,315.931,29.115,6.585,86.039,187.709,59.87,65129731.0,2581673898818.73,2688.651
France,2020,276.634,21.254,6.585,80.911,161.335,59.87,65273512.0,2581673898818.73,2688.651
Georgia,1991,15.869,0.944,0.259,8.52,6.035,14.28,5372996.0,51732385078.345,92.486
Georgia,1992,15.277,0.968,0.203,9.06,5.047,11.78,5303925.0,28371175570.882,92.486
Georgia,1993,9.916,0.638,0.122,6.896,2.261,9.81,5208954.0,19963487697.768,56.025
Georgia,1994,6.068,0.337,0.041,4.573,1.118,8.39,5097126.0,17806234261.087,42.802
Georgia,1995,2.29,0.157,0.041,1.686,0.406,7.29,4976252.0,18187136096.627,42.613
Georgia,1996,4.054,0.161,0.034,1.451,2.407,7.36,4846627.0,19998451242.184,45.233
Georgia,1997,4.426,0.029,0.037,1.751,2.609,7.38,4709596.0,22010930391.313,46.88
Georgia,1998,4.939,0.077,0.081,1.745,3.036,7.35,4575396.0,22536785532.802,47.691
Georgia,1999,4.311,0.062,0.138,1.578,2.533,7.38,4456652.0,23091363629.303,45.994
Georgia,2000,4.5,0.059,0.14,2.18,2.121,7.4,4362184.0,23550461380.847,39.113
Georgia,2001,3.732,0.055,0.134,1.859,1.676,6.46,4296981.0,24543610975.46,35.789
Georgia,2002,3.352,0.055,0.139,1.554,1.601,6.41,4258573.0,25794070634.341,42.35
Georgia,2003,3.735,0.114,0.137,1.766,1.715,6.77,4238930.0,28539744506.369,37.011
Georgia,2004,4.276,0.172,0.168,2.382,1.55,6.5,4225811.0,30055133447.039,38.048
Georgia,2005,5.018,0.18,0.177,2.792,1.865,6.08,4210158.0,32780604906.705,52.713
Georgia,2006,6.097,0.18,0.176,3.642,2.096,6.02,4189721.0,35705842374.284,50.814
Georgia,2007,6.365,0.381,0.173,3.287,2.521,5.89,4166859.0,40006932326.739,57.624
Georgia,2008,5.309,0.454,0.172,2.477,2.206,5.81,4142648.0,40781257175.442,57.127
Georgia,2009,6.136,0.51,0.332,2.486,2.808,5.73,4119490.0,39112845243.241,55.687
Georgia,2010,6.208,0.798,0.327,2.322,2.761,5.73,4099095.0,41359868692.485,63.546
Georgia,2011,7.805,1.077,0.568,3.451,2.708,5.67,4081012.0,44138077147.962,58.867
Georgia,2012,8.252,1.18,0.583,3.77,2.719,5.74,4064097.0,46940131377.81,59.645
Georgia,2013,8.009,1.205,0.619,3.528,2.656,5.72,4048701.0,48532125630.135,66.317
Georgia,2014,8.934,1.172,0.621,4.311,2.831,5.71,4035310.0,50778368828.068,69.344
Georgia,2015,9.747,1.11,0.671,4.749,3.217,5.44,4024180.0,52238068260.473,73.183
Georgia,2016,10.066,1.034,0.69,4.464,3.878,5.39,4015457.0,53661817095.012,77.495
Georgia,2017,10.18,1.162,0.785,4.703,3.53,5.39,4008723.0,56260122300.076,77.495
Georgia,2018,10.105,1.206,0.798,4.681,3.42,5.39,4002946.0,58984799875.968,77.495
Georgia,2019,10.48,1.401,0.798,4.812,3.468,5.39,3996762.0,58984799875.968,77.495
Georgia,2020,9.968,1.177,0.798,4.77,3.223,5.39,3989175.0,58984799875.968,77.495
Germany,1991,1014.225,503.853,13.741,130.162,352.78,127.0,79490831.0,2140549465365.24,4078.245
Germany,1992,965.893,454.135,14.444,129.384,354.501,119.25,79963166.0,2206446064137.79,3995.812
Germany,1993,956.132,430.617,14.531,136.302,361.484,118.58,80428557.0,2210102276981.44,3978.087
Germany,1994,939.815,418.041,15.341,142.162,350.531,113.71,80832928.0,2290161121056.48,3940.492
Germany,1995,938.968,405.933,15.562,152.984,350.835,111.9,81138653.0,2356396796746.18,3960.508
Germany,1996,959.151,400.629,14.811,169.971,360.487,108.87,81323666.0,2402605762968.02,4091.461
Germany,1997,931.324,386.881,15.275,162.892,352.854,105.27,81399250.0,2474738123839.62,4038.086
Germany,1998,923.357,377.497,15.545,165.393,351.74,99.14,81402671.0,2552402652260.88,4006.192
Germany,1999,895.874,360.069,15.771,165.642,341.247,98.5,81389935.0,2632654443340.8,3949.311
Germany,2000,899.852,373.476,15.253,166.433,331.623,94.11,81400883.0,2741356982555.64,3974.284
Germany,2001,916.649,376.536,13.504,173.813,340.234,89.1,81453894.0,2819462587658.78,4044.479
Germany,2002,899.971,375.802,12.823,173.623,325.52,84.88,81535124.0,2851463027414.68,3990.889
Germany,2003,901.152,379.537,13.507,174.873,320.98,80.52,81614371.0,2863394153608.68,3987.042
Germany,2004,887.089,375.99,14.068,173.357,311.614,74.53,81646474.0,2929753919858.32,3983.189
Germany,2005,866.697,363.237,13.05,173.43,305.215,70.65,81602739.0,2983874316646.51,3934.98
Germany,2006,878.32,369.594,13.34,178.396,304.938,66.72,81472235.0,3129394649394.59,4031.456
Germany,2007,851.624,379.385,14.449,174.441,271.173,64.32,81277836.0,3268102813351.82,3858.342
Germany,2008,854.927,356.219,13.579,179.834,293.274,63.53,81065751.0,3340932948399.25,3896.741
Germany,2009,790.295,317.946,12.559,167.412,282.105,60.91,80899961.0,3189039980940.45,3653.974
Germany,2010,832.949,343.447,12.431,184.004,282.159,59.92,80827001.0,3356793235783.03,3807.278
Germany,2011,809.217,344.696,13.393,168.411,271.43,58.7,80855629.0,3519131413270.23,3667.27
Germany,2012,813.985,349.767,13.289,168.062,271.887,59.22,80972629.0,3536438243308.8,3713.573
Germany,2013,831.454,356.836,12.503,170.536,280.302,58.31,81174373.0,3553715173226.16,3818.325
Germany,2014,792.588,344.848,12.905,152.271,271.274,57.16,81450370.0,3610400694207.02,3657.303
Germany,2015,795.61,341.011,12.626,157.455,273.468,56.81,81787411.0,3672553143586.36,3722.186
Germany,2016,800.687,329.443,12.663,169.468,278.132,55.52,82193770.0,3735419097107.14,3783.259
Germany,2017,785.883,310.735,13.408,171.376,279.511,55.52,82658409.0,3827498210355.11,3828.887
Germany,2018,754.112,295.66,13.228,169.549,264.941,55.52,83124413.0,3885961291103.28,3733.154
Germany,2019,711.428,240.004,13.287,173.082,274.636,55.52,83517046.0,3885961291103.28,3649.975
Germany,2020,644.31,199.077,13.287,170.733,250.681,55.52,83783945.0,3885961291103.28,3649.975
Ghana,1991,4.209,0.007,0.307,0.011,3.895,6.92,15207360.0,27453958368.665,29.497
Ghana,1992,3.662,0.007,0.419,0.011,3.235,7.07,15653345.0,28508754462.684,32.329
Ghana,1993,4.31,0.007,0.492,0.011,3.811,7.39,16106756.0,29541690325.382,31.92
Ghana,1994,5.089,0.007,0.549,0.011,4.532,7.68,16561677.0,30603385361.98,32.94
Ghana,1995,5.154,0.007,0.53,0.011,4.617,8.01,17014058.0,31879333952.645,33.427
Ghana,1996,5.469,0.007,0.61,0.011,4.851,7.82,17462504.0,33320583953.848,35.283
Ghana,1997,6.205,0.007,0.69,0.011,5.507,8.75,17908977.0,34919975742.597,35.006
Ghana,1998,6.245,0.007,0.661,0.011,5.584,10.1,18357159.0,36531373725.705,26.833
Ghana,1999,6.37,0.007,0.757,0.011,5.613,9.26,18812369.0,38131239148.429,33.121
Ghana,2000,6.101,0.007,0.788,0.011,5.313,10.29,19278850.0,39519516377.617,40.529
Ghana,2001,6.734,0.007,0.765,0.011,5.969,10.85,19756929.0,41144433810.367,40.576
Ghana,2002,7.233,0.007,0.762,0.011,6.471,10.88,20246376.0,42979040553.412,37.248
Ghana,2003,7.438,0.007,0.759,0.011,6.679,11.16,20750308.0,45217306612.457,34.306
Ghana,2004,7.153,0.007,0.756,0.011,6.397,11.15,21272328.0,47687385395.23,40.813
Ghana,2005,6.803,0.007,0.713,0.011,6.09,12.41,21814648.0,50453080443.514,41.999
Ghana,2006,9.159,0.007,0.707,0.011,8.453,12.08,22379057.0,53573711670.34,41.285
Ghana,2007,9.619,0.007,0.697,0.011,8.922,12.31,22963946.0,55855474208.431,38.773
Ghana,2008,8.925,0.007,0.692,0.011,8.233,12.39,23563832.0,60944890368.757,46.267
Ghana,2009,7.498,0.007,0.693,0.011,6.793,12.79,24170943.0,63844989621.391,53.672
Ghana,2010,9.71,0.007,0.81,0.81,8.09,13.21,24779614.0,68838728087.454,55.677
Ghana,2011,11.226,0.007,0.956,1.583,8.686,15.23,25387713.0,78458885086.54,69.541
Ghana,2012,14.315,0.007,1.759,0.802,11.754,15.98,25996454.0,85729711172.96,71.743
Ghana,2013,14.18,0.007,1.752,0.601,11.827,17.51,26607641.0,92004285295.1,75.289
Ghana,2014,14.755,0.007,1.744,1.279,11.732,18.55,27224480.0,95677581264.81,76.43
Ghana,2015,16.114,0.007,1.484,2.44,12.19,20.23,27849203.0,99411261947.92,80.945
Ghana,2016,16.547,0.007,1.55,1.418,13.579,21.38,28481947.0,103444162360.42,77.037
Ghana,2017,13.74,0.007,1.472,2.36,9.907,21.38,29121464.0,111867621320.403,77.037
Ghana,2018,16.683,0.007,1.55,3.004,11.73,21.38,29767108.0,118873890039.027,77.037
Ghana,2019,16.918,0.007,1.55,3.138,11.831,21.38,30417858.0,118873890039.027,77.037
Ghana,2020,16.001,0.007,1.55,3.249,10.803,21.38,31072945.0,118873890039.027,77.037
Greece,1991,83.401,38.404,5.716,0.833,37.425,10.62,10315109.0,168230940118.83,293.684
Greece,1992,84.983,40.495,5.861,0.413,37.262,10.72,10420226.0,170928727803.141,298.067
Greece,1993,84.296,40.164,5.875,0.318,37.055,10.81,10533811.0,169706676080.709,302.732
Greece,1994,86.442,42.134,5.916,0.2,37.38,11.01,10644939.0,174662619108.738,308.02
Greece,1995,86.979,40.427,6.356,0.194,39.149,11.08,10745502.0,179928429194.516,319.125
Greece,1996,89.132,39.23,6.374,0.208,42.493,11.27,10832139.0,186744576148.542,327.794
Greece,1997,93.821,42.629,6.408,0.428,43.486,11.21,10906248.0,196868814972.839,336.793
Greece,1998,98.641,44.556,6.383,1.645,45.129,11.56,10970121.0,206380734032.59,357.816
Greece,1999,97.958,43.084,6.366,2.848,44.74,11.36,11027899.0,214634214817.577,357.222
Greece,2000,102.999,45.851,6.537,3.982,45.659,11.48,11082103.0,225054588692.163,376.716
Greece,2001,105.386,47.02,6.566,3.923,46.884,10.72,11134447.0,236462125900.224,380.364
Greece,2002,105.021,45.544,6.313,4.24,47.914,10.69,11182308.0,247945849294.708,381.934
Greece,2003,109.09,45.616,6.368,4.757,51.361,10.71,11218879.0,264671523019.342,401.453
Greece,2004,109.547,47.094,6.364,5.245,49.844,10.94,11234993.0,280566773504.009,402.099
Greece,2005,113.931,46.604,6.791,5.385,54.01,10.9,11224800.0,284786810609.882,404.36
Greece,2006,112.472,42.794,6.599,6.284,55.753,10.97,11185231.0,303593182002.476,417.943
Greece,2007,114.592,45.193,6.407,7.808,54.116,11.07,11120371.0,316350871168.033,426.026
Greece,2008,111.125,43.285,6.054,8.109,52.769,10.94,11040312.0,318127294892.347,410.898
Greece,2009,104.355,42.243,4.582,6.623,50.163,10.54,10959268.0,307180720174.737,397.486
Greece,2010,97.361,41.26,4.209,7.166,44.009,10.74,10887640.0,292966544942.357,378.284
Greece,2011,94.55,42.116,2.43,8.811,40.509,10.58,10829074.0,268611516340.18,368.617
Greece,2012,91.431,43.296,3.099,8.094,36.298,10.4,10781119.0,248992881880.49,348.703
Greece,2013,81.736,37.315,3.639,7.336,32.911,10.05,10740501.0,240930472691.5,330.136
Greece,2014,78.662,35.256,3.822,5.559,33.484,9.9,10701460.0,241776389767.92,310.778
Greece,2015,74.961,29.993,3.467,6.035,34.973,9.71,10659737.0,241242124854.5,312.853
Greece,2016,71.373,23.616,3.772,7.912,35.564,9.51,10615183.0,241653895486.06,307.75
Greece,2017,74.855,26.047,3.685,9.536,35.018,9.51,10569449.0,245290999003.305,324.221
Greece,2018,71.808,24.896,3.419,9.072,33.821,9.51,10522244.0,250035842877.97,322.562
Greece,2019,65.736,17.914,3.36,9.998,33.883,9.51,10473452.0,250035842877.97,318.208
Greece,2020,52.235,9.459,3.36,11.001,27.834,9.51,10423056.0,250035842877.97,318.208
Guatemala,1991,4.951,0.04,0.621,0.015,4.316,7.06,9483273.0,47626486555.078,22.284
Guatemala,1992,5.919,0.04,0.603,0.018,5.298,7.41,9708552.0,50269765889.443,24.702
Guatemala,1993,5.578,0.04,0.481,0.018,5.078,7.75,9938699.0,52486725739.882,26.422
Guatemala,1994,6.751,0.04,0.515,0.018,6.218,7.74,10172303.0,54315615395.351,29.518
Guatemala,1995,7.079,0.04,0.494,0.022,6.562,7.86,10408486.0,56765521317.357,31.591
Guatemala,1996,6.571,0.04,0.467,0.022,6.082,7.65,10646676.0,58479764982.494,32.708
Guatemala,1997,7.502,0.04,0.548,0.022,6.932,7.73,10887637.0,61052262588.16,35.503
Guatemala,1998,8.639,0.04,0.641,0.022,7.999,9.39,11133502.0,64137048711.288,41.314
Guatemala,1999,8.806,0.04,0.683,0.022,8.083,8.43,11387208.0,66900681399.0,44.103
Guatemala,2000,9.765,0.571,0.835,0.022,8.358,9.39,11650744.0,68715679927.513,47.86
Guatemala,2001,10.233,0.531,0.846,0.022,8.856,8.55,11924941.0,70380546000.73,48.873
Guatemala,2002,10.722,1.033,0.84,0.022,8.849,9.47,12208854.0,73277360757.1,50.213
Guatemala,2003,10.448,0.978,0.834,0.022,8.636,13.11,12500479.0,75358445463.31,54.943
Guatemala,2004,11.18,1.129,0.91,0.022,9.142,8.89,12796926.0,78110565992.23,52.03
Guatemala,2005,12.109,1.561,0.985,0.022,9.563,12.0,13096028.0,80887499671.052,53.626
Guatemala,2006,12.177,1.689,0.976,0.022,9.512,9.59,13397022.0,85203988301.552,56.705
Guatemala,2007,12.145,1.187,1.002,0.022,9.956,11.18,13700326.0,90478133259.461,60.869
Guatemala,2008,10.893,1.183,0.993,0.022,8.717,10.38,14006420.0,93355039796.641,56.55
Guatemala,2009,11.442,0.769,0.593,0.022,10.08,11.51,14316251.0,93747200931.335,59.763
Guatemala,2010,11.098,1.286,1.099,0.022,8.713,11.11,14630420.0,96368690167.615,59.847
Guatemala,2011,11.237,1.29,1.114,0.022,8.834,11.08,14948792.0,100319614661.0,60.961
Guatemala,2012,11.558,1.513,1.119,0.022,8.926,11.17,15270774.0,103417746531.84,63.364
Guatemala,2013,12.784,2.59,1.154,0.022,9.039,11.93,15595821.0,107344742534.07,66.06
Guatemala,2014,13.785,2.799,1.357,0.022,9.629,11.4,15923238.0,111915376947.66,70.455
Guatemala,2015,15.822,4.012,1.357,0.022,10.453,12.18,16252425.0,116637181818.06,80.869
Guatemala,2016,16.913,4.715,1.396,0.022,10.803,12.88,16583079.0,120159258608.85,86.205
Guatemala,2017,17.292,3.91,1.434,0.022,11.947,12.88,16914979.0,123767640871.185,86.205
Guatemala,2018,18.646,4.62,1.473,0.022,12.553,12.88,17247855.0,127549979636.142,86.205
Guatemala,2019,21.934,6.909,1.473,0.022,13.552,12.88,17581476.0,127549979636.142,86.205
Guatemala,2020,18.938,5.44,1.473,0.022,12.025,12.88,17915567.0,127549979636.142,86.205
Hungary,1991,69.656,25.086,1.102,20.46,21.556,11.7,10363050.0,95995723786.093,304.205
Hungary,1992,62.085,20.644,0.859,17.576,21.705,10.51,10358622.0,94900820185.53,286.824
Hungary,1993,63.389,20.555,1.022,19.11,21.464,9.98,10359052.0,96248039822.854,282.746
Hungary,1994,61.787,18.683,1.181,19.412,21.157,9.46,10357586.0,101057018289.21,286.471
Hungary,1995,61.391,18.389,1.186,20.911,19.759,8.84,10349308.0,104661047902.046,288.323
Hungary,1996,63.025,18.875,1.111,23.529,18.46,9.04,10332451.0,106794259210.974,293.503
Hungary,1997,61.624,18.318,1.174,22.436,18.685,8.94,10308479.0,112578943503.269,285.377
Hungary,1998,61.164,17.182,1.222,22.465,19.297,8.73,10279610.0,119714944354.283,288.506
Hungary,1999,61.664,17.561,1.224,22.759,19.154,8.8,10249407.0,126067184953.171,289.058
Hungary,2000,58.365,16.473,1.353,22.206,17.461,8.96,10220509.0,134035359475.635,279.77
Hungary,2001,59.968,15.9,1.357,24.647,17.238,8.92,10193451.0,141920336273.93,287.799
Hungary,2002,59.005,15.629,1.426,24.844,16.294,8.78,10167286.0,151325419926.293,283.665
Hungary,2003,61.756,16.162,1.412,27.227,16.056,9.05,10141341.0,160317180165.679,285.576
Hungary,2004,60.132,15.477,1.289,26.815,15.604,8.63,10114481.0,171776476578.224,287.614
Hungary,2005,60.278,13.598,1.199,28.025,16.404,8.38,10085942.0,182948368837.648,307.251
Hungary,2006,59.642,13.617,1.296,26.512,17.173,8.26,10055657.0,193865273549.808,302.698
Hungary,2007,58.554,13.572,1.328,25.106,17.531,8.17,10024158.0,198699898877.508,298.445
Hungary,2008,57.248,13.064,1.261,24.617,17.239,8.04,9991867.0,204543002431.232,294.004
Hungary,2009,51.471,11.189,0.973,21.364,17.171,8.0,9959439.0,195011814341.51,269.628
Hungary,2010,52.069,11.672,0.735,22.918,15.972,7.95,9927380.0,200323055173.171,275.207
Hungary,2011,50.191,11.955,0.564,21.875,15.029,7.8,9895689.0,207957681816.612,273.803
Hungary,2012,46.758,11.456,0.678,19.572,14.345,7.69,9864363.0,204625350215.715,254.15
Hungary,2013,43.59,10.166,0.516,18.365,13.845,7.46,9833923.0,208958730306.438,241.531
Hungary,2014,43.678,10.186,0.566,17.068,15.191,7.33,9804991.0,217412725421.04,242.161
Hungary,2015,46.615,10.518,0.676,18.191,16.531,7.21,9777925.0,224257300351.272,254.326
Hungary,2016,47.072,9.77,0.705,19.324,16.572,7.2,9752970.0,228414174042.147,258.581
Hungary,2017,49.452,10.032,0.783,20.438,17.474,7.2,9729822.0,238288086895.787,271.297
Hungary,2018,49.408,9.437,0.882,19.805,18.555,7.2,9707502.0,250426483259.5,273.156
Hungary,2019,49.08,8.181,1.023,19.825,19.373,7.2,9684680.0,250426483259.5,275.916
Hungary,2020,48.275,7.657,1.023,20.498,18.42,7.2,9660350.0,250426483259.5,275.916
Iceland,1991,2.106,0.245,0.048,0.0,1.742,0.51,257616.0,7281773261.213,20.427
Iceland,1992,2.255,0.243,0.045,0.0,1.898,0.52,260154.0,7008859667.549,21.149
Iceland,1993,2.411,0.298,0.039,0.0,1.988,0.53,262650.0,7073786616.002,21.971
Iceland,1994,2.365,0.293,0.037,0.0,1.964,0.54,265140.0,7301300517.832,22.216
Iceland,1995,2.467,0.296,0.037,0.0,2.051,0.55,267627.0,7281669338.866,22.927
Iceland,1996,2.523,0.281,0.041,0.0,2.118,0.56,270144.0,7601171286.397,24.294
Iceland,1997,2.619,0.32,0.045,0.0,2.184,0.56,272709.0,8113932442.425,25.449
Iceland,1998,2.638,0.284,0.053,0.0,2.215,0.57,275294.0,8613685509.295,27.525
Iceland,1999,2.84,0.358,0.06,0.0,2.309,0.58,277868.0,8924295723.715,30.15
Iceland,2000,2.932,0.466,0.064,0.0,2.248,0.57,280439.0,9306325922.066,32.013
Iceland,2001,2.863,0.502,0.058,0.0,2.159,0.58,282910.0,9626312420.364,32.344
Iceland,2002,2.991,0.513,0.038,0.0,2.291,0.57,285329.0,9619515080.985,33.594
Iceland,2003,2.985,0.51,0.032,0.0,2.303,0.57,287955.0,9816636130.642,33.759
Iceland,2004,3.109,0.526,0.05,0.0,2.405,0.57,291102.0,10571340637.21,34.448
Iceland,2005,2.976,0.484,0.054,0.0,2.315,0.56,294976.0,11236789582.298,34.589
Iceland,2006,3.153,0.515,0.061,0.0,2.445,0.66,299727.0,11753620976.95,37.973
Iceland,2007,3.496,0.596,0.063,0.0,2.686,0.61,305181.0,12803464117.766,43.376
Iceland,2008,3.811,0.639,0.061,0.0,2.92,0.6,310855.0,12948303867.385,54.105
Iceland,2009,3.728,0.622,0.028,0.0,2.904,0.6,316057.0,12002983331.087,54.02
Iceland,2010,3.625,0.626,0.01,0.0,2.796,0.6,320342.0,11531380287.866,54.017
Iceland,2011,3.501,0.639,0.02,0.0,2.66,0.57,323471.0,11715657581.738,54.024
Iceland,2012,3.497,0.659,0.02,0.0,2.662,0.54,325642.0,11858326781.778,54.56
Iceland,2013,3.483,0.661,0.02,0.0,2.645,0.54,327194.0,12381386356.981,56.302
Iceland,2014,3.459,0.625,0.02,0.0,2.648,0.55,328592.0,12619690646.312,56.228
Iceland,2015,3.536,0.661,0.02,0.0,2.708,0.56,330237.0,13136775054.016,58.685
Iceland,2016,3.487,0.66,0.02,0.0,2.675,0.55,332209.0,14111050376.765,58.979
Iceland,2017,3.605,0.693,0.02,0.0,2.762,0.55,334395.0,14752536225.226,61.7
Iceland,2018,3.663,0.715,0.02,0.0,2.788,0.55,336712.0,15315260539.598,63.667
Iceland,2019,3.551,0.685,0.02,0.0,2.696,0.55,339037.0,15315260539.598,61.007
Iceland,2020,2.936,0.685,0.02,0.0,2.081,0.55,341250.0,15315260539.598,61.007
India,1991,615.925,393.603,24.503,23.563,166.423,534.21,891273202.0,1762411487335.5,2412.731
India,1992,656.033,412.001,25.156,27.256,188.055,538.98,909307018.0,1842360478877.06,2537.411
India,1993,677.916,433.738,26.602,26.996,186.879,544.67,927403866.0,1931870520299.62,2600.666
India,1994,716.918,456.367,28.54,29.0,198.954,549.57,945601828.0,2039524753445.43,2739.064
India,1995,762.121,472.395,31.104,39.051,216.281,557.16,963922586.0,2171040967817.07,2945.224
India,1996,825.919,505.217,34.079,39.747,243.16,561.99,982365248.0,2323733022674.67,3064.73
India,1997,859.686,528.474,37.418,46.024,244.202,568.54,1000900028.0,2403114128313.91,3235.209
India,1998,877.698,524.872,39.026,47.595,262.892,578.39,1019483586.0,2541494217890.1,3430.188
